"id","name","alt_name","latitude","longitude"
"3101","KABUPATEN KEPULAUAN SERIBU","KABUPATEN KEPULAUAN SERIBU","-5.5985","106.55271"
"3171","KOTA JAKARTA SELATAN","KOTA JAKARTA SELATAN","-6.266","106.8135"
"3172","KOTA JAKARTA TIMUR","KOTA JAKARTA TIMUR","-6.1676","106.884"
"3173","KOTA JAKARTA PUSAT","KOTA JAKARTA PUSAT","-6.1777","106.8403"
"3174","KOTA JAKARTA BARAT","KOTA JAKARTA BARAT","-6.1676","106.7673"
"3175","KOTA JAKARTA UTARA","KOTA JAKARTA UTARA","-6.1339","106.8823"

